# x_m,y_m,w_tr_right_m,w_tr_left_m
386.18,-372.59,4,4
385.79,-373.12,4,4
385.39,-373.65,4,4
384.98,-374.17,4,4
384.58,-374.68,4,4
384.17,-375.2,4,4
383.75,-375.7,4,4
383.33,-376.21,4,4
382.91,-376.71,4,4
382.48,-377.2,4,4
382.05,-377.69,4,4
381.61,-378.16,4,4
381.17,-378.64,4,4
380.72,-379.11,4,4
380.27,-379.57,4,4
379.82,-380.03,4,4
379.36,-380.48,4,4
378.9,-380.93,4,4
378.43,-381.37,4,4
377.97,-381.8,4,4
377.49,-382.24,4,4
377.02,-382.66,4,4
376.54,-383.09,4,4
376.06,-383.5,4,4
375.57,-383.92,4,4
375.09,-384.33,4,4
374.6,-384.73,4,4
374.11,-385.13,4,4
373.61,-385.53,4,4
373.11,-385.91,4,4
372.61,-386.3,4,4
372.11,-386.68,4,4
371.6,-387.05,4,4
371.09,-387.42,4,4
370.58,-387.78,4,4
370.06,-388.14,4,4
369.54,-388.48,4,4
369.02,-388.83,4,4
368.49,-389.16,4,4
367.96,-389.49,4,4
367.43,-389.82,4,4
366.9,-390.13,4,4
366.36,-390.45,4,4
365.82,-390.75,4,4
365.28,-391.05,4,4
364.74,-391.34,4,4
364.2,-391.62,4,4
363.65,-391.91,4,4
363.1,-392.18,4,4
362.55,-392.45,4,4
362,-392.72,4,4
361.45,-392.97,4,4
360.89,-393.23,4,4
360.34,-393.48,4,4
359.78,-393.72,4,4
359.22,-393.96,4,4
358.66,-394.2,4,4
358.1,-394.43,4,4
357.53,-394.66,4,4
356.96,-394.88,4,4
356.4,-395.1,4,4
355.82,-395.31,4,4
355.25,-395.53,4,4
354.67,-395.73,4,4
354.09,-395.93,4,4
353.51,-396.13,4,4
352.92,-396.31,4,4
352.33,-396.5,4,4
351.74,-396.67,4,4
351.14,-396.85,4,4
350.55,-397.01,4,4
349.94,-397.17,4,4
349.33,-397.33,4,4
348.72,-397.48,4,4
348.11,-397.62,4,4
347.5,-397.77,4,4
346.88,-397.9,4,4
346.26,-398.03,4,4
345.63,-398.15,4,4
345,-398.27,4,4
344.37,-398.39,4,4
343.74,-398.5,4,4
343.1,-398.61,4,4
342.46,-398.71,4,4
341.82,-398.81,4,4
341.18,-398.91,4,4
340.53,-399,4,4
339.88,-399.09,4,4
339.22,-399.17,4,4
338.57,-399.25,4,4
337.91,-399.33,4,4
337.24,-399.4,4,4
336.58,-399.47,4,4
335.91,-399.53,4,4
335.24,-399.59,4,4
334.57,-399.65,4,4
333.89,-399.7,4,4
333.22,-399.75,4,4
332.54,-399.79,4,4
331.85,-399.83,4,4
331.17,-399.87,4,4
330.48,-399.9,4,4
329.79,-399.93,4,4
329.1,-399.95,4,4
328.41,-399.97,4,4
327.71,-400,4,4
327.01,-400.01,4,4
326.31,-400.03,4,4
325.61,-400.05,4,4
324.9,-400.06,4,4
324.2,-400.08,4,4
323.49,-400.09,4,4
322.78,-400.1,4,4
322.06,-400.12,4,4
321.35,-400.13,4,4
320.63,-400.15,4,4
319.91,-400.16,4,4
319.18,-400.18,4,4
318.46,-400.19,4,4
317.73,-400.21,4,4
317,-400.22,4,4
316.27,-400.24,4,4
315.53,-400.26,4,4
314.79,-400.27,4,4
314.05,-400.29,4,4
313.31,-400.3,4,4
312.57,-400.32,4,4
311.83,-400.34,4,4
311.08,-400.35,4,4
310.33,-400.36,4,4
309.58,-400.38,4,4
308.82,-400.39,4,4
308.07,-400.4,4,4
307.31,-400.41,4,4
306.55,-400.42,4,4
305.79,-400.42,4,4
305.02,-400.42,4,4
304.26,-400.43,4,4
303.49,-400.43,4,4
302.72,-400.43,4,4
301.95,-400.43,4,4
301.18,-400.42,4,4
300.41,-400.42,4,4
299.63,-400.41,4,4
298.85,-400.41,4,4
298.07,-400.4,4,4
297.29,-400.39,4,4
296.51,-400.38,4,4
295.72,-400.37,4,4
294.93,-400.36,4,4
294.14,-400.35,4,4
293.35,-400.34,4,4
292.56,-400.33,4,4
291.77,-400.32,4,4
290.97,-400.31,4,4
290.18,-400.3,4,4
289.38,-400.29,4,4
288.58,-400.28,4,4
287.78,-400.27,4,4
286.98,-400.26,4,4
286.18,-400.25,4,4
285.37,-400.25,4,4
284.57,-400.24,4,4
283.77,-400.24,4,4
282.96,-400.23,4,4
282.16,-400.23,4,4
281.35,-400.22,4,4
280.54,-400.22,4,4
279.73,-400.22,4,4
278.92,-400.21,4,4
278.1,-400.2,4,4
277.29,-400.2,4,4
276.47,-400.19,4,4
275.65,-400.19,4,4
274.83,-400.18,4,4
274.01,-400.17,4,4
273.18,-400.16,4,4
272.36,-400.16,4,4
271.53,-400.15,4,4
270.7,-400.14,4,4
269.87,-400.14,4,4
269.03,-400.13,4,4
268.2,-400.13,4,4
267.36,-400.12,4,4
266.53,-400.12,4,4
265.69,-400.12,4,4
264.84,-400.12,4,4
264,-400.12,4,4
263.16,-400.12,4,4
262.31,-400.13,4,4
261.46,-400.13,4,4
260.61,-400.13,4,4
259.76,-400.14,4,4
258.9,-400.14,4,4
258.05,-400.15,4,4
257.19,-400.15,4,4
256.33,-400.16,4,4
255.46,-400.16,4,4
254.6,-400.16,4,4
253.73,-400.17,4,4
252.86,-400.17,4,4
251.99,-400.17,4,4
251.12,-400.16,4,4
250.25,-400.16,4,4
249.37,-400.15,4,4
248.5,-400.15,4,4
247.62,-400.14,4,4
246.74,-400.13,4,4
245.86,-400.12,4,4
244.98,-400.1,4,4
244.1,-400.09,4,4
243.21,-400.07,4,4
242.32,-400.06,4,4
241.43,-400.04,4,4
240.54,-400.03,4,4
239.65,-400.01,4,4
238.76,-400,4,4
237.86,-399.98,4,4
236.96,-399.97,4,4
236.06,-399.95,4,4
235.16,-399.93,4,4
234.26,-399.92,4,4
233.36,-399.9,4,4
232.45,-399.88,4,4
231.54,-399.86,4,4
230.64,-399.84,4,4
229.72,-399.81,4,4
228.81,-399.79,4,4
227.9,-399.77,4,4
226.98,-399.74,4,4
226.06,-399.71,4,4
225.14,-399.68,4,4
224.22,-399.66,4,4
223.3,-399.63,4,4
222.37,-399.6,4,4
221.45,-399.56,4,4
220.52,-399.53,4,4
219.59,-399.5,4,4
218.65,-399.47,4,4
217.72,-399.43,4,4
216.79,-399.4,4,4
215.85,-399.37,4,4
214.91,-399.33,4,4
213.97,-399.3,4,4
213.03,-399.27,4,4
212.09,-399.23,4,4
211.15,-399.2,4,4
210.2,-399.17,4,4
209.25,-399.14,4,4
208.3,-399.1,4,4
207.36,-399.07,4,4
206.4,-399.04,4,4
205.45,-399,4,4
204.5,-398.97,4,4
203.54,-398.94,4,4
202.59,-398.9,4,4
201.63,-398.87,4,4
200.67,-398.84,4,4
199.71,-398.81,4,4
198.75,-398.77,4,4
197.79,-398.74,4,4
196.83,-398.71,4,4
195.87,-398.67,4,4
194.91,-398.64,4,4
193.94,-398.61,4,4
192.98,-398.58,4,4
192.01,-398.55,4,4
191.05,-398.51,4,4
190.08,-398.48,4,4
189.11,-398.45,4,4
188.14,-398.41,4,4
187.16,-398.38,4,4
186.19,-398.34,4,4
185.21,-398.31,4,4
184.23,-398.27,4,4
183.25,-398.23,4,4
182.26,-398.19,4,4
181.28,-398.15,4,4
180.29,-398.11,4,4
179.3,-398.06,4,4
178.31,-398.02,4,4
177.32,-397.98,4,4
176.33,-397.94,4,4
175.34,-397.89,4,4
174.34,-397.85,4,4
173.35,-397.81,4,4
172.35,-397.76,4,4
171.36,-397.72,4,4
170.36,-397.68,4,4
169.36,-397.64,4,4
168.37,-397.6,4,4
167.37,-397.56,4,4
166.37,-397.51,4,4
165.37,-397.47,4,4
164.36,-397.43,4,4
163.36,-397.39,4,4
162.36,-397.34,4,4
161.35,-397.3,4,4
160.34,-397.25,4,4
159.33,-397.2,4,4
158.33,-397.15,4,4
157.31,-397.1,4,4
156.3,-397.04,4,4
155.29,-396.99,4,4
154.27,-396.93,4,4
153.26,-396.87,4,4
152.24,-396.81,4,4
151.23,-396.74,4,4
150.21,-396.68,4,4
149.19,-396.61,4,4
148.17,-396.54,4,4
147.15,-396.47,4,4
146.13,-396.4,4,4
145.1,-396.32,4,4
144.08,-396.25,4,4
143.05,-396.18,4,4
142.02,-396.1,4,4
140.99,-396.02,4,4
139.96,-395.94,4,4
138.93,-395.87,4,4
137.9,-395.78,4,4
136.87,-395.7,4,4
135.83,-395.62,4,4
134.8,-395.53,4,4
133.76,-395.45,4,4
132.72,-395.36,4,4
131.68,-395.27,4,4
130.64,-395.18,4,4
129.6,-395.09,4,4
128.55,-395,4,4
127.51,-394.9,4,4
126.46,-394.81,4,4
125.41,-394.71,4,4
124.36,-394.61,4,4
123.31,-394.51,4,4
122.26,-394.41,4,4
121.21,-394.31,4,4
120.15,-394.21,4,4
119.1,-394.11,4,4
118.04,-394,4,4
116.99,-393.89,4,4
115.93,-393.78,4,4
114.87,-393.67,4,4
113.81,-393.56,4,4
112.75,-393.45,4,4
111.69,-393.33,4,4
110.62,-393.21,4,4
109.56,-393.09,4,4
108.49,-392.97,4,4
107.43,-392.85,4,4
106.36,-392.72,4,4
105.29,-392.6,4,4
104.22,-392.47,4,4
103.15,-392.34,4,4
102.08,-392.21,4,4
101.01,-392.07,4,4
99.939,-391.93,4,4
98.866,-391.8,4,4
97.791,-391.66,4,4
96.716,-391.51,4,4
95.641,-391.37,4,4
94.563,-391.22,4,4
93.486,-391.08,4,4
92.408,-390.92,4,4
91.328,-390.77,4,4
90.248,-390.62,4,4
89.167,-390.46,4,4
88.085,-390.29,4,4
87.002,-390.13,4,4
85.918,-389.96,4,4
84.834,-389.8,4,4
83.748,-389.62,4,4
82.662,-389.45,4,4
81.575,-389.27,4,4
80.488,-389.09,4,4
79.4,-388.91,4,4
78.31,-388.73,4,4
77.221,-388.54,4,4
76.13,-388.35,4,4
75.039,-388.16,4,4
73.948,-387.97,4,4
72.855,-387.78,4,4
71.762,-387.58,4,4
70.669,-387.38,4,4
69.574,-387.18,4,4
68.479,-386.98,4,4
67.383,-386.77,4,4
66.286,-386.57,4,4
65.188,-386.36,4,4
64.09,-386.15,4,4
62.992,-385.93,4,4
61.892,-385.72,4,4
60.792,-385.5,4,4
59.691,-385.28,4,4
58.589,-385.06,4,4
57.487,-384.84,4,4
56.384,-384.61,4,4
55.28,-384.39,4,4
54.176,-384.16,4,4
53.071,-383.93,4,4
51.965,-383.7,4,4
50.858,-383.46,4,4
49.752,-383.23,4,4
48.644,-382.99,4,4
47.535,-382.75,4,4
46.426,-382.51,4,4
45.316,-382.26,4,4
44.206,-382.02,4,4
43.095,-381.77,4,4
41.984,-381.52,4,4
40.872,-381.26,4,4
39.759,-381.01,4,4
38.647,-380.75,4,4
37.533,-380.49,4,4
36.419,-380.22,4,4
35.305,-379.96,4,4
34.19,-379.69,4,4
33.075,-379.42,4,4
31.959,-379.14,4,4
30.843,-378.87,4,4
29.727,-378.59,4,4
28.611,-378.3,4,4
27.494,-378.02,4,4
26.378,-377.73,4,4
25.262,-377.44,4,4
24.145,-377.15,4,4
23.029,-376.86,4,4
21.913,-376.57,4,4
20.797,-376.27,4,4
19.681,-375.97,4,4
18.565,-375.67,4,4
17.449,-375.36,4,4
16.332,-375.06,4,4
15.216,-374.75,4,4
14.099,-374.44,4,4
12.982,-374.13,4,4
11.865,-373.82,4,4
10.747,-373.5,4,4
9.6294,-373.18,4,4
8.5111,-372.86,4,4
7.3927,-372.54,4,4
6.2736,-372.22,4,4
5.1544,-371.89,4,4
4.0349,-371.56,4,4
2.9151,-371.23,4,4
1.7953,-370.9,4,4
0.67505,-370.57,4,4
-0.44518,-370.23,4,4
-1.5656,-369.89,4,4
-2.686,-369.55,4,4
-3.8065,-369.21,4,4
-4.9273,-368.86,4,4
-6.048,-368.51,4,4
-7.1689,-368.16,4,4
-8.2899,-367.81,4,4
-9.411,-367.45,4,4
-10.533,-367.09,4,4
-11.654,-366.73,4,4
-12.777,-366.37,4,4
-13.899,-366.01,4,4
-15.022,-365.64,4,4
-16.147,-365.28,4,4
-17.271,-364.91,4,4
-18.396,-364.54,4,4
-19.522,-364.17,4,4
-20.648,-363.79,4,4
-21.775,-363.42,4,4
-22.902,-363.04,4,4
-24.029,-362.66,4,4
-25.157,-362.28,4,4
-26.285,-361.89,4,4
-27.412,-361.51,4,4
-28.54,-361.12,4,4
-29.667,-360.72,4,4
-30.794,-360.33,4,4
-31.921,-359.93,4,4
-33.047,-359.53,4,4
-34.174,-359.12,4,4
-35.299,-358.71,4,4
-36.425,-358.3,4,4
-37.551,-357.89,4,4
-38.676,-357.47,4,4
-39.801,-357.05,4,4
-40.927,-356.63,4,4
-42.052,-356.2,4,4
-43.177,-355.78,4,4
-44.303,-355.35,4,4
-45.429,-354.91,4,4
-46.554,-354.48,4,4
-47.68,-354.04,4,4
-48.806,-353.61,4,4
-49.932,-353.17,4,4
-51.057,-352.72,4,4
-52.183,-352.28,4,4
-53.309,-351.83,4,4
-54.435,-351.39,4,4
-55.561,-350.94,4,4
-56.687,-350.49,4,4
-57.814,-350.03,4,4
-58.941,-349.58,4,4
-60.067,-349.12,4,4
-61.195,-348.66,4,4
-62.322,-348.21,4,4
-63.45,-347.74,4,4
-64.578,-347.28,4,4
-65.706,-346.82,4,4
-66.835,-346.35,4,4
-67.964,-345.89,4,4
-69.093,-345.42,4,4
-70.223,-344.95,4,4
-71.353,-344.48,4,4
-72.483,-344,4,4
-73.613,-343.53,4,4
-74.745,-343.05,4,4
-75.876,-342.58,4,4
-77.007,-342.1,4,4
-78.14,-341.62,4,4
-79.272,-341.14,4,4
-80.405,-340.66,4,4
-81.538,-340.18,4,4
-82.671,-339.7,4,4
-83.805,-339.21,4,4
-84.939,-338.72,4,4
-86.073,-338.24,4,4
-87.207,-337.75,4,4
-88.342,-337.26,4,4
-89.477,-336.77,4,4
-90.612,-336.27,4,4
-91.747,-335.78,4,4
-92.882,-335.28,4,4
-94.018,-334.78,4,4
-95.154,-334.28,4,4
-96.29,-333.78,4,4
-97.426,-333.28,4,4
-98.562,-332.78,4,4
-99.699,-332.27,4,4
-100.84,-331.76,4,4
-101.97,-331.25,4,4
-103.11,-330.74,4,4
-104.25,-330.23,4,4
-105.39,-329.72,4,4
-106.52,-329.2,4,4
-107.66,-328.68,4,4
-108.8,-328.16,4,4
-109.93,-327.64,4,4
-111.07,-327.12,4,4
-112.21,-326.59,4,4
-113.34,-326.06,4,4
-114.48,-325.53,4,4
-115.61,-325,4,4
-116.75,-324.46,4,4
-117.88,-323.92,4,4
-119.02,-323.39,4,4
-120.15,-322.84,4,4
-121.29,-322.3,4,4
-122.42,-321.75,4,4
-123.55,-321.2,4,4
-124.69,-320.66,4,4
-125.82,-320.1,4,4
-126.96,-319.55,4,4
-128.09,-318.99,4,4
-129.23,-318.44,4,4
-130.36,-317.88,4,4
-131.5,-317.32,4,4
-132.63,-316.75,4,4
-133.76,-316.19,4,4
-134.9,-315.62,4,4
-136.03,-315.05,4,4
-137.16,-314.48,4,4
-138.3,-313.91,4,4
-139.43,-313.33,4,4
-140.56,-312.75,4,4
-141.69,-312.17,4,4
-142.82,-311.59,4,4
-143.95,-311.01,4,4
-145.08,-310.42,4,4
-146.21,-309.83,4,4
-147.33,-309.24,4,4
-148.46,-308.64,4,4
-149.59,-308.05,4,4
-150.71,-307.45,4,4
-151.84,-306.85,4,4
-152.97,-306.25,4,4
-154.09,-305.64,4,4
-155.22,-305.04,4,4
-156.35,-304.43,4,4
-157.47,-303.82,4,4
-158.6,-303.21,4,4
-159.73,-302.6,4,4
-160.85,-301.98,4,4
-161.98,-301.37,4,4
-163.1,-300.75,4,4
-164.23,-300.13,4,4
-165.35,-299.5,4,4
-166.48,-298.88,4,4
-167.6,-298.26,4,4
-168.72,-297.63,4,4
-169.85,-297,4,4
-170.97,-296.37,4,4
-172.09,-295.74,4,4
-173.21,-295.1,4,4
-174.34,-294.47,4,4
-175.46,-293.84,4,4
-176.58,-293.2,4,4
-177.71,-292.57,4,4
-178.84,-291.93,4,4
-179.96,-291.3,4,4
-181.09,-290.66,4,4
-182.22,-290.03,4,4
-183.35,-289.39,4,4
-184.48,-288.76,4,4
-185.61,-288.12,4,4
-186.74,-287.49,4,4
-187.87,-286.85,4,4
-189,-286.22,4,4
-190.13,-285.58,4,4
-191.26,-284.95,4,4
-192.38,-284.31,4,4
-193.5,-283.68,4,4
-194.62,-283.05,4,4
-195.73,-282.41,4,4
-196.84,-281.79,4,4
-197.94,-281.16,4,4
-199.04,-280.53,4,4
-200.13,-279.91,4,4
-201.22,-279.29,4,4
-202.29,-278.67,4,4
-203.37,-278.06,4,4
-204.43,-277.45,4,4
-205.49,-276.84,4,4
-206.54,-276.24,4,4
-207.58,-275.64,4,4
-208.62,-275.04,4,4
-209.65,-274.44,4,4
-210.67,-273.85,4,4
-211.69,-273.26,4,4
-212.7,-272.67,4,4
-213.71,-272.09,4,4
-214.7,-271.51,4,4
-215.69,-270.94,4,4
-216.68,-270.36,4,4
-217.66,-269.8,4,4
-218.63,-269.23,4,4
-219.6,-268.67,4,4
-220.56,-268.12,4,4
-221.51,-267.57,4,4
-222.46,-267.02,4,4
-223.4,-266.48,4,4
-224.34,-265.94,4,4
-225.27,-265.4,4,4
-226.19,-264.87,4,4
-227.1,-264.35,4,4
-228.02,-263.82,4,4
-228.92,-263.3,4,4
-229.81,-262.78,4,4
-230.71,-262.27,4,4
-231.58,-261.76,4,4
-232.46,-261.24,4,4
-233.33,-260.74,4,4
-234.19,-260.24,4,4
-235.05,-259.73,4,4
-235.9,-259.24,4,4
-236.75,-258.74,4,4
-237.59,-258.25,4,4
-238.42,-257.77,4,4
-239.25,-257.28,4,4
-240.07,-256.8,4,4
-240.89,-256.32,4,4
-241.7,-255.85,4,4
-242.5,-255.38,4,4
-243.3,-254.91,4,4
-244.09,-254.45,4,4
-244.89,-253.98,4,4
-245.67,-253.53,4,4
-246.44,-253.07,4,4
-247.22,-252.62,4,4
-247.98,-252.18,4,4
-248.74,-251.73,4,4
-249.5,-251.29,4,4
-250.25,-250.86,4,4
-250.99,-250.42,4,4
-251.73,-249.99,4,4
-252.46,-249.56,4,4
-253.19,-249.14,4,4
-253.91,-248.72,4,4
-254.63,-248.3,4,4
-255.34,-247.89,4,4
-256.05,-247.47,4,4
-256.75,-247.07,4,4
-257.44,-246.66,4,4
-258.13,-246.26,4,4
-258.81,-245.86,4,4
-259.5,-245.47,4,4
-260.17,-245.08,4,4
-260.84,-244.69,4,4
-261.51,-244.3,4,4
-262.16,-243.92,4,4
-262.82,-243.54,4,4
-263.46,-243.16,4,4
-264.11,-242.79,4,4
-264.75,-242.42,4,4
-265.38,-242.06,4,4
-266.01,-241.69,4,4
-266.63,-241.33,4,4
-267.24,-240.97,4,4
-267.85,-240.62,4,4
-268.45,-240.27,4,4
-269.05,-239.92,4,4
-269.64,-239.57,4,4
-270.23,-239.23,4,4
-270.81,-238.89,4,4
-271.39,-238.55,4,4
-271.96,-238.21,4,4
-272.52,-237.88,4,4
-273.08,-237.55,4,4
-273.63,-237.22,4,4
-274.18,-236.89,4,4
-274.72,-236.57,4,4
-275.26,-236.25,4,4
-275.79,-235.93,4,4
-276.32,-235.61,4,4
-276.84,-235.29,4,4
-277.36,-234.98,4,4
-277.87,-234.67,4,4
-278.38,-234.36,4,4
-278.89,-234.05,4,4
-279.38,-233.75,4,4
-279.88,-233.44,4,4
-280.37,-233.14,4,4
-280.85,-232.84,4,4
-281.34,-232.55,4,4
-281.81,-232.25,4,4
-282.28,-231.96,4,4
-282.75,-231.67,4,4
-283.21,-231.38,4,4
-283.67,-231.09,4,4
-284.12,-230.81,4,4
-284.58,-230.52,4,4
-285.02,-230.24,4,4
-285.46,-229.96,4,4
-285.9,-229.68,4,4
-286.34,-229.41,4,4
-286.77,-229.13,4,4
-287.19,-228.86,4,4
-287.62,-228.58,4,4
-288.04,-228.31,4,4
-288.45,-228.04,4,4
-288.87,-227.77,4,4
-289.28,-227.5,4,4
-289.68,-227.23,4,4
-290.09,-226.96,4,4
-290.48,-226.69,4,4
-290.88,-226.42,4,4
-291.28,-226.15,4,4
-291.66,-225.88,4,4
-292.05,-225.61,4,4
-292.43,-225.34,4,4
-292.82,-225.07,4,4
-293.19,-224.79,4,4
-293.57,-224.52,4,4
-293.94,-224.24,4,4
-294.3,-223.97,4,4
-294.67,-223.69,4,4
-295.03,-223.41,4,4
-295.38,-223.13,4,4
-295.74,-222.84,4,4
-296.08,-222.55,4,4
-296.43,-222.27,4,4
-296.77,-221.97,4,4
-297.11,-221.68,4,4
-297.44,-221.38,4,4
-297.77,-221.08,4,4
-298.1,-220.78,4,4
-298.42,-220.47,4,4
-298.74,-220.16,4,4
-299.06,-219.85,4,4
-299.36,-219.53,4,4
-299.67,-219.22,4,4
-299.97,-218.9,4,4
-300.27,-218.57,4,4
-300.57,-218.25,4,4
-300.86,-217.92,4,4
-301.14,-217.59,4,4
-301.42,-217.26,4,4
-301.7,-216.92,4,4
-301.98,-216.59,4,4
-302.24,-216.25,4,4
-302.51,-215.91,4,4
-302.77,-215.56,4,4
-303.02,-215.22,4,4
-303.27,-214.87,4,4
-303.51,-214.52,4,4
-303.76,-214.17,4,4
-303.99,-213.82,4,4
-304.22,-213.47,4,4
-304.45,-213.11,4,4
-304.66,-212.75,4,4
-304.88,-212.39,4,4
-305.08,-212.02,4,4
-305.29,-211.66,4,4
-305.49,-211.29,4,4
-305.67,-210.92,4,4
-305.86,-210.55,4,4
-306.03,-210.17,4,4
-306.21,-209.8,4,4
-306.38,-209.42,4,4
-306.53,-209.04,4,4
-306.69,-208.66,4,4
-306.84,-208.27,4,4
-306.98,-207.89,4,4
-307.12,-207.51,4,4
-307.25,-207.12,4,4
-307.38,-206.73,4,4
-307.5,-206.34,4,4
-307.62,-205.95,4,4
-307.74,-205.56,4,4
-307.84,-205.17,4,4
-307.94,-204.78,4,4
-308.04,-204.39,4,4
-308.13,-204,4,4
-308.22,-203.6,4,4
-308.29,-203.21,4,4
-308.37,-202.81,4,4
-308.43,-202.42,4,4
-308.49,-202.02,4,4
-308.55,-201.62,4,4
-308.6,-201.23,4,4
-308.64,-200.83,4,4
-308.67,-200.43,4,4
-308.7,-200.03,4,4
-308.73,-199.63,4,4
-308.74,-199.23,4,4
-308.76,-198.83,4,4
-308.76,-198.43,4,4
-308.76,-198.03,4,4
-308.76,-197.63,4,4
-308.75,-197.23,4,4
-308.73,-196.83,4,4
-308.71,-196.44,4,4
-308.68,-196.04,4,4
-308.65,-195.64,4,4
-308.61,-195.24,4,4
-308.57,-194.84,4,4
-308.52,-194.44,4,4
-308.46,-194.04,4,4
-308.41,-193.64,4,4
-308.34,-193.24,4,4
-308.27,-192.84,4,4
-308.19,-192.44,4,4
-308.11,-192.05,4,4
-308.03,-191.65,4,4
-307.93,-191.25,4,4
-307.84,-190.85,4,4
-307.73,-190.46,4,4
-307.62,-190.06,4,4
-307.51,-189.66,4,4
-307.39,-189.27,4,4
-307.27,-188.87,4,4
-307.14,-188.48,4,4
-307.01,-188.08,4,4
-306.88,-187.69,4,4
-306.73,-187.29,4,4
-306.59,-186.89,4,4
-306.44,-186.5,4,4
-306.29,-186.1,4,4
-306.13,-185.71,4,4
-305.97,-185.31,4,4
-305.81,-184.92,4,4
-305.63,-184.52,4,4
-305.46,-184.13,4,4
-305.28,-183.73,4,4
-305.09,-183.34,4,4
-304.91,-182.94,4,4
-304.71,-182.55,4,4
-304.52,-182.16,4,4
-304.32,-181.76,4,4
-304.11,-181.37,4,4
-303.9,-180.97,4,4
-303.69,-180.58,4,4
-303.47,-180.18,4,4
-303.25,-179.78,4,4
-303.03,-179.38,4,4
-302.8,-178.99,4,4
-302.57,-178.59,4,4
-302.34,-178.18,4,4
-302.11,-177.78,4,4
-301.87,-177.38,4,4
-301.63,-176.97,4,4
-301.39,-176.57,4,4
-301.14,-176.16,4,4
-300.89,-175.76,4,4
-300.63,-175.35,4,4
-300.38,-174.95,4,4
-300.12,-174.54,4,4
-299.85,-174.13,4,4
-299.58,-173.73,4,4
-299.3,-173.32,4,4
-299.03,-172.91,4,4
-298.75,-172.51,4,4
-298.46,-172.1,4,4
-298.17,-171.69,4,4
-297.88,-171.28,4,4
-297.58,-170.88,4,4
-297.28,-170.47,4,4
-296.98,-170.06,4,4
-296.67,-169.65,4,4
-296.36,-169.24,4,4
-296.05,-168.83,4,4
-295.73,-168.42,4,4
-295.41,-168.01,4,4
-295.09,-167.6,4,4
-294.76,-167.19,4,4
-294.43,-166.78,4,4
-294.1,-166.37,4,4
-293.76,-165.96,4,4
-293.42,-165.55,4,4
-293.07,-165.14,4,4
-292.72,-164.73,4,4
-292.36,-164.32,4,4
-292,-163.91,4,4
-291.64,-163.5,4,4
-291.27,-163.1,4,4
-290.9,-162.69,4,4
-290.52,-162.28,4,4
-290.14,-161.88,4,4
-289.75,-161.47,4,4
-289.36,-161.07,4,4
-288.97,-160.67,4,4
-288.57,-160.27,4,4
-288.16,-159.86,4,4
-287.76,-159.46,4,4
-287.35,-159.06,4,4
-286.93,-158.66,4,4
-286.51,-158.26,4,4
-286.09,-157.86,4,4
-285.66,-157.46,4,4
-285.23,-157.07,4,4
-284.8,-156.67,4,4
-284.36,-156.27,4,4
-283.91,-155.88,4,4
-283.47,-155.48,4,4
-283.02,-155.09,4,4
-282.57,-154.7,4,4
-282.11,-154.3,4,4
-281.65,-153.91,4,4
-281.18,-153.52,4,4
-280.71,-153.13,4,4
-280.24,-152.74,4,4
-279.76,-152.35,4,4
-279.28,-151.96,4,4
-278.8,-151.57,4,4
-278.31,-151.18,4,4
-277.82,-150.79,4,4
-277.33,-150.41,4,4
-276.83,-150.02,4,4
-276.33,-149.64,4,4
-275.82,-149.25,4,4
-275.32,-148.87,4,4
-274.81,-148.48,4,4
-274.29,-148.1,4,4
-273.78,-147.71,4,4
-273.26,-147.33,4,4
-272.73,-146.94,4,4
-272.21,-146.56,4,4
-271.68,-146.17,4,4
-271.15,-145.79,4,4
-270.62,-145.4,4,4
-270.08,-145.01,4,4
-269.55,-144.62,4,4
-269.01,-144.23,4,4
-268.46,-143.84,4,4
-267.92,-143.45,4,4
-267.37,-143.06,4,4
-266.82,-142.67,4,4
-266.27,-142.27,4,4
-265.71,-141.88,4,4
-265.16,-141.48,4,4
-264.6,-141.09,4,4
-264.04,-140.69,4,4
-263.47,-140.3,4,4
-262.91,-139.9,4,4
-262.34,-139.5,4,4
-261.77,-139.1,4,4
-261.19,-138.7,4,4
-260.62,-138.29,4,4
-260.04,-137.89,4,4
-259.46,-137.48,4,4
-258.88,-137.07,4,4
-258.29,-136.66,4,4
-257.71,-136.25,4,4
-257.12,-135.84,4,4
-256.53,-135.43,4,4
-255.95,-135.01,4,4
-255.36,-134.6,4,4
-254.77,-134.18,4,4
-254.19,-133.77,4,4
-253.6,-133.35,4,4
-253.02,-132.94,4,4
-252.44,-132.53,4,4
-251.87,-132.11,4,4
-251.29,-131.7,4,4
-250.72,-131.29,4,4
-250.15,-130.89,4,4
-249.59,-130.48,4,4
-249.03,-130.08,4,4
-248.47,-129.67,4,4
-247.93,-129.27,4,4
-247.38,-128.88,4,4
-246.83,-128.48,4,4
-246.29,-128.09,4,4
-245.75,-127.69,4,4
-245.22,-127.3,4,4
-244.69,-126.92,4,4
-244.17,-126.53,4,4
-243.65,-126.15,4,4
-243.13,-125.76,4,4
-242.61,-125.39,4,4
-242.1,-125.01,4,4
-241.59,-124.63,4,4
-241.09,-124.26,4,4
-240.59,-123.88,4,4
-240.1,-123.51,4,4
-239.6,-123.14,4,4
-239.11,-122.77,4,4
-238.63,-122.41,4,4
-238.14,-122.04,4,4
-237.67,-121.67,4,4
-237.19,-121.31,4,4
-236.72,-120.94,4,4
-236.25,-120.58,4,4
-235.79,-120.21,4,4
